"inventoryid","inventorydate","year","month","partid","partname","partcode","partcategory","partdescription","supplierid","suppliername","suppliercity","suppliercountry","supplierrating","warehouseid","warehousename","warehouselocation","warehousecity","quantityonhand","quantityreserved","quantitydamaged","availablequantity","reorderlevel","reorderquantity","leadtimedays","unitcost","totalcost","supplierleadtime","receivedate","invoicenumber","invoiceamount","status","expirydate","storagelocation","laststockupdate","notes"
"INV00000536","2024-05-10",2024,8,"PART000037","Part 37","PC438302","Component","Essential component Part 37","SUP0057","Supplier 57","Mumbai","India","2.11","WH07","Warehouse 7","South","Mumbai",14960,7962,363,6635,2650,6153,40,"388.97","2580815.95",38,"2024-08-03","INV110532","39908.26","Low Stock","null","Rack-42","2024-09-10","Stock level: 14960 units, Supplier rating: 2.11"
"INV00000537","2024-07-28",2024,1,"PART000038","Part 38","PC527498","Subassembly","Essential component Part 38","SUP0058","Supplier 58","Delhi","India","3.32","WH08","Warehouse 8","East","Delhi",47432,29100,422,17910,321,7499,36,"68.98","1235431.8",86,"2024-05-16","INV756190","98349.22","Out of Stock","null","Rack-41","2024-06-25","Stock level: 47432 units, Supplier rating: 3.32"
"INV00000538","2024-06-09",2024,4,"PART000039","Part 39","PC772471","Tool","Essential component Part 39","SUP0059","Supplier 59","Bangalore","India","4.29","WH09","Warehouse 9","West","Bangalore",36587,7976,9,28602,4611,15382,50,"740.37","21176062.74",63,"2024-09-22","INV723270","53609.46","Discontinued","null","Rack-23","2024-11-08","Stock level: 36587 units, Supplier rating: 4.29"
"INV00000539","2024-01-21",2024,11,"PART000040","Part 40","PC895794","Packaging","Essential component Part 40","SUP0060","Supplier 60","Pune","India","2.99","WH10","Warehouse 10","Central","Pune",16579,5692,470,10417,2441,14281,58,"783.6","8162761.2",83,"2024-05-14","INV748870","4151.5","On Order","null","Rack-41","2024-03-26","Stock level: 16579 units, Supplier rating: 2.99"
"INV00000540","2024-12-22",2024,3,"PART000041","Part 41","PC140394","Raw Material","Essential component Part 41","SUP0001","Supplier 1","Hyderabad","India","2.12","WH01","Warehouse 1","North","Hyderabad",17682,14213,246,3223,2303,15500,13,"965.47","3111709.81",21,"2024-10-07","INV992234","16390.36","Available","null","Rack-92","2024-07-19","Stock level: 17682 units, Supplier rating: 2.12"
"INV00000541","2024-12-14",2024,6,"PART000042","Part 42","PC552073","Component","Essential component Part 42","SUP0002","Supplier 2","Chennai","India","2.93","WH02","Warehouse 2","South","Chennai",40605,26497,312,13796,2788,9438,22,"517.38","7137774.48",39,"2024-03-26","INV833691","10002.94","Low Stock","2025-03-07","Rack-78","2024-04-09","Stock level: 40605 units, Supplier rating: 2.93"
"INV00000542","2024-05-13",2024,9,"PART000043","Part 43","PC983684","Subassembly","Essential component Part 43","SUP0003","Supplier 3","Kolkata","India","2.99","WH03","Warehouse 3","East","Kolkata",30776,10601,46,20129,3926,3855,33,"372.41","7496240.89",34,"2024-01-19","INV845269","24162.57","Out of Stock","null","Rack-64","2024-04-26","Stock level: 30776 units, Supplier rating: 2.99"
"INV00000543","2024-03-01",2024,8,"PART000044","Part 44","PC361712","Tool","Essential component Part 44","SUP0004","Supplier 4","Jaipur","India","4.66","WH04","Warehouse 4","West","Jaipur",888,355,399,134,112,16740,24,"306.24","41036.16",35,"2024-10-21","INV985714","9339.51","Discontinued","2025-02-10","Rack-78","2024-11-13","Stock level: 888 units, Supplier rating: 4.66"
"INV00000544","2024-08-23",2024,7,"PART000045","Part 45","PC265335","Packaging","Essential component Part 45","SUP0005","Supplier 5","Mumbai","India","2.16","WH05","Warehouse 5","Central","Mumbai",35641,14698,264,20679,402,2211,6,"496.02","10257197.58",41,"2024-08-26","INV654178","39703.61","On Order","null","Rack-49","2024-02-02","Stock level: 35641 units, Supplier rating: 2.16"
"INV00000545","2024-02-26",2024,11,"PART000046","Part 46","PC774593","Raw Material","Essential component Part 46","SUP0006","Supplier 6","Delhi","India","2.81","WH06","Warehouse 6","North","Delhi",2522,1870,152,500,613,811,36,"105.71","52855",17,"2024-08-18","INV239522","95845.53","Available","2025-05-09","Rack-10","2024-04-04","Stock level: 2522 units, Supplier rating: 2.81"
"INV00000546","2024-06-22",2024,10,"PART000047","Part 47","PC883848","Component","Essential component Part 47","SUP0007","Supplier 7","Bangalore","India","4.85","WH07","Warehouse 7","South","Bangalore",34157,19212,267,14678,2250,13586,10,"187.21","2747868.38",16,"2024-03-08","INV385950","20233.13","Low Stock","null","Rack-42","2024-05-02","Stock level: 34157 units, Supplier rating: 4.85"
"INV00000547","2024-09-09",2024,3,"PART000048","Part 48","PC909112","Subassembly","Essential component Part 48","SUP0008","Supplier 8","Pune","India","4.79","WH08","Warehouse 8","East","Pune",19855,18742,54,1059,4291,7628,40,"732.38","775590.42",50,"2024-06-01","INV569121","42511.39","Out of Stock","2025-12-05","Rack-24","2024-07-17","Stock level: 19855 units, Supplier rating: 4.79"
"INV00000548","2024-07-21",2024,8,"PART000049","Part 49","PC691824","Tool","Essential component Part 49","SUP0009","Supplier 9","Hyderabad","India","3.19","WH09","Warehouse 9","West","Hyderabad",32009,12697,289,19023,3156,11379,42,"717.79","13654519.17",90,"2024-05-05","INV474804","2165.78","Discontinued","null","Rack-58","2024-09-18","Stock level: 32009 units, Supplier rating: 3.19"
"INV00000549","2024-02-14",2024,8,"PART000050","Part 50","PC245256","Packaging","Essential component Part 50","SUP0010","Supplier 10","Chennai","India","2.75","WH10","Warehouse 10","Central","Chennai",26590,21694,36,4860,3074,4554,20,"558.86","2716059.6",51,"2024-10-25","INV334738","69806.43","On Order","null","Rack-78","2024-05-06","Stock level: 26590 units, Supplier rating: 2.75"
"INV00000550","2024-04-20",2024,7,"PART000051","Part 51","PC624290","Raw Material","Essential component Part 51","SUP0011","Supplier 11","Kolkata","India","2.91","WH01","Warehouse 1","North","Kolkata",19840,4123,135,15582,387,2379,43,"148.69","2316887.58",73,"2024-06-04","INV573207","65492.67","Available","null","Rack-32","2024-02-20","Stock level: 19840 units, Supplier rating: 2.91"
"INV00000551","2024-10-11",2024,9,"PART000052","Part 52","PC329061","Component","Essential component Part 52","SUP0012","Supplier 12","Jaipur","India","2.34","WH02","Warehouse 2","South","Jaipur",2846,2074,277,495,4050,11273,55,"126.28","62508.6",76,"2024-04-08","INV864427","26331.67","Low Stock","2025-08-28","Rack-1","2024-11-06","Stock level: 2846 units, Supplier rating: 2.34"
"INV00000552","2024-04-27",2024,3,"PART000053","Part 53","PC323026","Subassembly","Essential component Part 53","SUP0013","Supplier 13","Mumbai","India","4.45","WH03","Warehouse 3","East","Mumbai",34614,19325,287,15002,1446,8235,25,"87.97","1319725.94",44,"2024-09-14","INV434464","81428.32","Out of Stock","null","Rack-82","2024-01-05","Stock level: 34614 units, Supplier rating: 4.45"
"INV00000553","2024-04-12",2024,11,"PART000054","Part 54","PC912745","Tool","Essential component Part 54","SUP0014","Supplier 14","Delhi","India","3.54","WH04","Warehouse 4","West","Delhi",49394,32961,169,16264,1716,7742,40,"518.75","8436950",7,"2024-09-16","INV633156","31079.34","Discontinued","2025-08-19","Rack-84","2024-04-13","Stock level: 49394 units, Supplier rating: 3.54"
"INV00000554","2024-10-17",2024,10,"PART000055","Part 55","PC525288","Packaging","Essential component Part 55","SUP0015","Supplier 15","Bangalore","India","2.06","WH05","Warehouse 5","Central","Bangalore",14522,12096,286,2140,4902,19025,20,"422.75","904685",64,"2024-09-16","INV254598","10580.37","On Order","2025-06-04","Rack-23","2024-02-28","Stock level: 14522 units, Supplier rating: 2.06"
"INV00000555","2024-01-13",2024,4,"PART000056","Part 56","PC360198","Raw Material","Essential component Part 56","SUP0016","Supplier 16","Pune","India","2.65","WH06","Warehouse 6","North","Pune",21180,19561,121,1498,2154,18047,47,"290.3","434869.4",59,"2024-08-13","INV984247","7754.26","Available","null","Rack-96","2024-06-16","Stock level: 21180 units, Supplier rating: 2.65"
"INV00000556","2024-01-01",2024,2,"PART000057","Part 57","PC381490","Component","Essential component Part 57","SUP0017","Supplier 17","Hyderabad","India","2.52","WH07","Warehouse 7","South","Hyderabad",4837,3572,353,912,2968,9752,55,"89.41","81541.92",65,"2024-07-16","INV737084","12740.46","Low Stock","null","Rack-35","2024-05-11","Stock level: 4837 units, Supplier rating: 2.52"
"INV00000557","2024-09-11",2024,10,"PART000058","Part 58","PC861178","Subassembly","Essential component Part 58","SUP0018","Supplier 18","Chennai","India","3.71","WH08","Warehouse 8","East","Chennai",6275,3905,312,2058,3717,19136,51,"364.31","749749.98",28,"2024-02-21","INV741118","58119.72","Out of Stock","null","Rack-14","2024-09-23","Stock level: 6275 units, Supplier rating: 3.71"
"INV00000558","2024-11-04",2024,4,"PART000059","Part 59","PC720142","Tool","Essential component Part 59","SUP0019","Supplier 19","Kolkata","India","3.88","WH09","Warehouse 9","West","Kolkata",8275,7064,272,939,4509,10852,46,"190.7","179067.3",11,"2024-06-26","INV790523","10501.79","Discontinued","2025-09-20","Rack-12","2024-10-08","Stock level: 8275 units, Supplier rating: 3.88"
"INV00000559","2024-08-22",2024,3,"PART000060","Part 60","PC417347","Packaging","Essential component Part 60","SUP0020","Supplier 20","Jaipur","India","4.55","WH10","Warehouse 10","Central","Jaipur",16923,2973,437,13513,4299,1817,35,"798.58","10791211.54",40,"2024-05-13","INV135383","9561.04","On Order","null","Rack-57","2024-06-03","Stock level: 16923 units, Supplier rating: 4.55"
"INV00000560","2024-10-05",2024,8,"PART000061","Part 61","PC790275","Raw Material","Essential component Part 61","SUP0021","Supplier 21","Mumbai","India","4.21","WH01","Warehouse 1","North","Mumbai",12816,7028,170,5618,3597,8137,25,"265.92","1493938.56",9,"2024-06-18","INV251185","36363.53","Available","null","Rack-28","2024-02-12","Stock level: 12816 units, Supplier rating: 4.21"
"INV00000561","2024-08-15",2024,9,"PART000062","Part 62","PC412603","Component","Essential component Part 62","SUP0022","Supplier 22","Delhi","India","4.51","WH02","Warehouse 2","South","Delhi",16513,13571,168,2774,3131,6644,6,"469.62","1302725.88",13,"2024-03-27","INV696868","21972.21","Low Stock","null","Rack-81","2024-05-15","Stock level: 16513 units, Supplier rating: 4.51"
"INV00000562","2024-11-16",2024,4,"PART000063","Part 63","PC723135","Subassembly","Essential component Part 63","SUP0023","Supplier 23","Bangalore","India","4.08","WH03","Warehouse 3","East","Bangalore",14694,11608,337,2749,2077,13619,7,"537.14","1476597.86",21,"2024-05-14","INV171376","42692.98","Out of Stock","null","Rack-50","2024-07-12","Stock level: 14694 units, Supplier rating: 4.08"
"INV00000563","2024-08-05",2024,10,"PART000064","Part 64","PC150343","Tool","Essential component Part 64","SUP0024","Supplier 24","Pune","India","3.32","WH04","Warehouse 4","West","Pune",13932,2663,370,10899,3329,14603,59,"433.75","4727441.25",78,"2024-03-14","INV463315","58647.32","Discontinued","null","Rack-89","2024-09-09","Stock level: 13932 units, Supplier rating: 3.32"
"INV00000564","2024-03-15",2024,2,"PART000065","Part 65","PC102624","Packaging","Essential component Part 65","SUP0025","Supplier 25","Hyderabad","India","3.17","WH05","Warehouse 5","Central","Hyderabad",46029,45979,498,-448,4748,11907,37,"274.32","-122895.36",89,"2024-09-15","INV735733","86685.33","On Order","null","Rack-62","2024-01-27","Stock level: 46029 units, Supplier rating: 3.17"
"INV00000565","2024-11-02",2024,2,"PART000066","Part 66","PC215935","Raw Material","Essential component Part 66","SUP0026","Supplier 26","Chennai","India","3.41","WH06","Warehouse 6","North","Chennai",45131,17006,474,27651,1012,7223,22,"705.57","19509716.07",27,"2024-12-11","INV639674","37286.67","Available","null","Rack-45","2024-05-17","Stock level: 45131 units, Supplier rating: 3.41"
"INV00000566","2024-03-05",2024,1,"PART000067","Part 67","PC984980","Component","Essential component Part 67","SUP0027","Supplier 27","Kolkata","India","2.54","WH07","Warehouse 7","South","Kolkata",26215,23574,146,2495,2865,15017,9,"89.75","223926.25",69,"2024-08-18","INV644183","65759.76","Low Stock","2025-10-23","Rack-48","2024-09-15","Stock level: 26215 units, Supplier rating: 2.54"
"INV00000567","2024-01-04",2024,9,"PART000068","Part 68","PC407384","Subassembly","Essential component Part 68","SUP0028","Supplier 28","Jaipur","India","2.7","WH08","Warehouse 8","East","Jaipur",17144,2564,103,14477,2931,13925,44,"220.12","3186677.24",26,"2024-11-08","INV440781","76843.84","Out of Stock","null","Rack-62","2024-05-17","Stock level: 17144 units, Supplier rating: 2.7"
"INV00000568","2024-01-02",2024,9,"PART000069","Part 69","PC185669","Tool","Essential component Part 69","SUP0029","Supplier 29","Mumbai","India","4.28","WH09","Warehouse 9","West","Mumbai",9963,75,381,9507,3828,12714,9,"295","2804565",19,"2024-08-21","INV989918","74116.52","Discontinued","null","Rack-21","2024-02-02","Stock level: 9963 units, Supplier rating: 4.28"
"INV00000569","2024-09-23",2024,7,"PART000070","Part 70","PC928964","Packaging","Essential component Part 70","SUP0030","Supplier 30","Delhi","India","3.58","WH10","Warehouse 10","Central","Delhi",15020,9072,462,5486,4163,18397,36,"683.56","3750010.16",31,"2024-07-16","INV476835","86630.59","On Order","null","Rack-27","2024-12-10","Stock level: 15020 units, Supplier rating: 3.58"
"INV00000570","2024-09-21",2024,2,"PART000071","Part 71","PC545230","Raw Material","Essential component Part 71","SUP0031","Supplier 31","Bangalore","India","3.43","WH01","Warehouse 1","North","Bangalore",8518,4702,192,3624,1085,4897,13,"379.87","1376648.88",69,"2024-11-10","INV378826","98796.6","Available","2025-12-25","Rack-91","2024-12-11","Stock level: 8518 units, Supplier rating: 3.43"
"INV00000571","2024-01-23",2024,3,"PART000072","Part 72","PC571039","Component","Essential component Part 72","SUP0032","Supplier 32","Pune","India","3.08","WH02","Warehouse 2","South","Pune",44345,1750,93,42502,4774,18366,9,"172.32","7323944.64",18,"2024-11-04","INV534829","64526.32","Low Stock","null","Rack-62","2024-07-17","Stock level: 44345 units, Supplier rating: 3.08"
"INV00000572","2024-08-15",2024,3,"PART000073","Part 73","PC625695","Subassembly","Essential component Part 73","SUP0033","Supplier 33","Hyderabad","India","3.28","WH03","Warehouse 3","East","Hyderabad",43293,34170,399,8724,1120,7698,8,"247.16","2156223.84",10,"2024-07-11","INV774103","93608.2","Out of Stock","null","Rack-67","2024-07-24","Stock level: 43293 units, Supplier rating: 3.28"
"INV00000573","2024-09-08",2024,2,"PART000074","Part 74","PC801291","Tool","Essential component Part 74","SUP0034","Supplier 34","Chennai","India","2.73","WH04","Warehouse 4","West","Chennai",45905,28758,283,16864,3668,11325,19,"135.67","2287938.88",22,"2024-07-21","INV623756","3380.43","Discontinued","null","Rack-51","2024-06-27","Stock level: 45905 units, Supplier rating: 2.73"
"INV00000574","2024-02-01",2024,11,"PART000075","Part 75","PC240073","Packaging","Essential component Part 75","SUP0035","Supplier 35","Kolkata","India","4.72","WH05","Warehouse 5","Central","Kolkata",48195,42691,172,5332,2519,17459,20,"454.03","2420887.96",77,"2024-02-02","INV750598","58733.72","On Order","null","Rack-33","2024-07-04","Stock level: 48195 units, Supplier rating: 4.72"
"INV00000575","2024-03-06",2024,8,"PART000076","Part 76","PC793799","Raw Material","Essential component Part 76","SUP0036","Supplier 36","Jaipur","India","2.19","WH06","Warehouse 6","North","Jaipur",26981,4361,49,22571,4552,18512,24,"43.39","979355.69",89,"2024-04-25","INV993667","33080.87","Available","null","Rack-28","2024-11-04","Stock level: 26981 units, Supplier rating: 2.19"
"INV00000576","2024-10-18",2024,10,"PART000077","Part 77","PC310294","Component","Essential component Part 77","SUP0037","Supplier 37","Mumbai","India","2.67","WH07","Warehouse 7","South","Mumbai",25563,16216,118,9229,2633,15293,60,"902.22","8326588.38",50,"2024-04-04","INV903605","31201.21","Low Stock","2025-06-03","Rack-11","2024-05-18","Stock level: 25563 units, Supplier rating: 2.67"
"INV00000577","2024-08-17",2024,2,"PART000078","Part 78","PC415543","Subassembly","Essential component Part 78","SUP0038","Supplier 38","Delhi","India","4.09","WH08","Warehouse 8","East","Delhi",3872,1291,383,2198,1360,12919,40,"164.81","362252.38",17,"2024-11-10","INV647857","34186.81","Out of Stock","2025-03-22","Rack-77","2024-02-23","Stock level: 3872 units, Supplier rating: 4.09"
"INV00000578","2024-08-12",2024,5,"PART000079","Part 79","PC985293","Tool","Essential component Part 79","SUP0039","Supplier 39","Bangalore","India","3.17","WH09","Warehouse 9","West","Bangalore",45206,35882,480,8844,524,5342,57,"558.11","4935924.84",64,"2024-11-25","INV173323","86149.39","Discontinued","null","Rack-41","2024-09-08","Stock level: 45206 units, Supplier rating: 3.17"
"INV00000579","2024-11-17",2024,10,"PART000080","Part 80","PC892723","Packaging","Essential component Part 80","SUP0040","Supplier 40","Pune","India","4.98","WH10","Warehouse 10","Central","Pune",5344,3207,330,1807,2906,11025,8,"273.04","493383.28",22,"2024-07-15","INV474160","23778.79","On Order","null","Rack-37","2024-12-06","Stock level: 5344 units, Supplier rating: 4.98"
