"log_id","log_date","log_time","year","month","machine_id","machine_name","machine_model","machine_type","manufacturer","factory_id","factory_name","assembly_line_id","assembly_line_name","temperature","humidity","pressure","vibration","rpm","power","status","health_score","maintenance_alert","efficiency","uptime","downtime","idletime","production_count","errorcode","error_code","last_maintenance_date","next_maintenance_date"
"LOG00000480","2024-07-10","15:03:57",2024,2,"MACH00081","Machine 81","MODEL-1181","CNC Machine","Siemens","FAC01","Factory 1","LINE001","Assembly Line 1","79.9","37.9","7.45","12.47",9632,"23.72","Running","79.7","No","66.76",17,0,22,7111,"E001","Error condition E001","2024-09-17","2024-02-17"
"LOG00000481","2024-04-23","10:25:57",2024,10,"MACH00082","Machine 82","MODEL-8739","Hydraulic Press","ABB","FAC02","Factory 2","LINE002","Assembly Line 2","60.8","47.2","5.92","20.83",6381,"32.29","Idle","89.06","No","97.96",16,1,0,5400,"E002","Error condition E002","2024-11-15","2024-05-20"
"LOG00000482","2024-10-26","11:09:20",2024,6,"MACH00083","Machine 83","MODEL-6922","Conveyor","Fanuc","FAC03","Factory 3","LINE003","Assembly Line 3","76.7","55.4","9.95","3.3",492,"34.48","Maintenance","69.1","Yes","93.71",23,16,7,9758,"E003","Error condition E003","2024-02-09","2024-01-22"
"LOG00000483","2024-07-06","22:22:10",2024,2,"MACH00084","Machine 84","MODEL-8264","Robot Arm","KUKA","FAC04","Factory 4","LINE004","Assembly Line 4","49.4","42.6","1.94","17.36",7443,"13.1","Error","88.03","No","82.08",4,16,0,6314,"E004","Error condition E004","2024-07-01","2024-03-09"
"LOG00000484","2024-04-14","06:26:52",2024,3,"MACH00085","Machine 85","MODEL-2836","Welder","Bosch","FAC05","Factory 5","LINE005","Assembly Line 5","55","33.6","3.92","1.28",1394,"7.55","Stopped","85.59","No","66.35",8,16,10,6401,"E005","Error condition E005","2024-04-10","2024-07-24"
"LOG00000485","2024-03-28","05:31:57",2024,3,"MACH00086","Machine 86","MODEL-5710","Drill","Mitsubishi","FAC06","Factory 6","LINE006","Assembly Line 6","48.5","51.7","1.21","27.56",2068,"34.96","Running","68.02","Yes","96.43",14,23,21,8200,"None","No errors","2024-04-09","2024-10-01"
"LOG00000486","2024-08-02","09:44:42",2024,6,"MACH00087","Machine 87","MODEL-1948","Lathe","Yaskawa","FAC07","Factory 7","LINE007","Assembly Line 7","63.7","45.7","9.64","47.83",4967,"17.59","Idle","86.45","No","87.54",24,11,5,1396,"E001","Error condition E001","2024-12-21","2024-12-17"
"LOG00000487","2024-07-10","04:43:16",2024,6,"MACH00088","Machine 88","MODEL-3183","Compressor","Omron","FAC08","Factory 8","LINE008","Assembly Line 8","35.1","34.6","6.98","29.71",6693,"14.53","Maintenance","75.69","No","63.96",6,13,9,562,"E002","Error condition E002","2024-05-12","2024-08-06"
"LOG00000488","2024-03-02","05:14:23",2024,1,"MACH00089","Machine 89","MODEL-6598","CNC Machine","Siemens","FAC01","Factory 1","LINE009","Assembly Line 9","65.4","76.9","6.14","41.45",1536,"26.55","Error","63.88","Yes","75.92",19,2,18,6962,"E003","Error condition E003","2024-09-27","2024-04-13"
"LOG00000489","2024-09-03","22:06:03",2024,11,"MACH00090","Machine 90","MODEL-4720","Hydraulic Press","ABB","FAC02","Factory 2","LINE010","Assembly Line 10","75.6","78.6","5.31","8.21",7547,"2.46","Stopped","57.38","Yes","62.03",11,19,2,1368,"E004","Error condition E004","2024-03-14","2024-08-09"
"LOG00000490","2024-09-06","00:46:10",2024,1,"MACH00091","Machine 91","MODEL-7560","Conveyor","Fanuc","FAC03","Factory 3","LINE011","Assembly Line 11","31.1","44.6","7.16","35.95",1969,"35.21","Running","73.88","No","71.2",24,19,23,6231,"E005","Error condition E005","2024-05-12","2024-02-05"
"LOG00000491","2024-02-03","21:32:33",2024,10,"MACH00092","Machine 92","MODEL-2376","Robot Arm","KUKA","FAC04","Factory 4","LINE012","Assembly Line 12","47.4","63.5","5.54","13.32",2413,"32.99","Idle","87.82","No","64.07",0,18,23,1969,"None","No errors","2024-05-06","2024-09-07"
"LOG00000492","2024-09-22","07:13:57",2024,9,"MACH00093","Machine 93","MODEL-3099","Welder","Bosch","FAC05","Factory 5","LINE013","Assembly Line 13","49","69","7.09","12.97",8798,"48.64","Maintenance","84.82","No","66.09",1,7,6,5343,"E001","Error condition E001","2024-09-23","2024-05-10"
"LOG00000493","2024-04-27","15:11:11",2024,3,"MACH00094","Machine 94","MODEL-3142","Drill","Mitsubishi","FAC06","Factory 6","LINE014","Assembly Line 14","49.2","78.1","7.92","6.07",1303,"47.7","Error","87.28","No","74.63",23,2,4,2692,"E002","Error condition E002","2024-07-23","2024-05-03"
"LOG00000494","2024-07-13","23:00:47",2024,8,"MACH00095","Machine 95","MODEL-1895","Lathe","Yaskawa","FAC07","Factory 7","LINE015","Assembly Line 15","28.6","53.8","5.99","1.15",608,"48.5","Stopped","67.45","Yes","99.36",23,5,7,6331,"E003","Error condition E003","2024-01-24","2024-09-11"
"LOG00000495","2024-07-15","05:16:51",2024,3,"MACH00096","Machine 96","MODEL-1209","Compressor","Omron","FAC08","Factory 8","LINE016","Assembly Line 16","61.3","44.2","9.46","32.63",4125,"6.04","Running","79.69","No","98.14",24,7,8,161,"E004","Error condition E004","2024-02-27","2024-05-04"
"LOG00000496","2024-08-26","20:54:56",2024,1,"MACH00097","Machine 97","MODEL-8762","CNC Machine","Siemens","FAC01","Factory 1","LINE017","Assembly Line 17","39.2","76","3.85","10.4",3193,"35.04","Idle","91.65","No","71.59",11,5,15,2577,"E005","Error condition E005","2024-11-01","2024-08-11"
"LOG00000497","2024-11-05","15:52:55",2024,8,"MACH00098","Machine 98","MODEL-7487","Hydraulic Press","ABB","FAC02","Factory 2","LINE018","Assembly Line 18","27.9","59.7","7.31","47.55",5833,"9.71","Maintenance","53.37","Yes","83.74",8,7,15,2168,"None","No errors","2024-07-09","2024-02-18"
"LOG00000498","2024-01-20","00:33:11",2024,2,"MACH00099","Machine 99","MODEL-4029","Conveyor","Fanuc","FAC03","Factory 3","LINE019","Assembly Line 19","56.3","70.7","5.33","39.65",3986,"9.52","Error","53.01","Yes","79.44",14,4,22,7708,"E001","Error condition E001","2024-06-22","2024-11-28"
"LOG00000499","2024-06-01","19:43:00",2024,11,"MACH00100","Machine 100","MODEL-6537","Robot Arm","KUKA","FAC04","Factory 4","LINE020","Assembly Line 20","58.7","46.1","4.23","27.52",706,"0.07","Stopped","66.47","Yes","94.38",15,16,19,4722,"E002","Error condition E002","2024-08-27","2024-09-04"
"LOG00000500","2024-07-15","23:54:04",2024,8,"MACH00001","Machine 1","MODEL-4090","Welder","Bosch","FAC05","Factory 5","LINE021","Assembly Line 21","67.1","59.4","5.08","5.54",3591,"3.14","Running","83.29","No","98.57",9,18,10,3247,"E003","Error condition E003","2024-06-17","2024-11-03"
"LOG00000501","2024-04-07","06:34:44",2024,6,"MACH00002","Machine 2","MODEL-2425","Drill","Mitsubishi","FAC06","Factory 6","LINE022","Assembly Line 22","38.6","56","2.73","21.65",7324,"37.21","Idle","97.47","No","63.41",23,23,1,5291,"E004","Error condition E004","2024-10-06","2024-09-07"
"LOG00000502","2024-11-09","01:43:10",2024,10,"MACH00003","Machine 3","MODEL-4653","Lathe","Yaskawa","FAC07","Factory 7","LINE023","Assembly Line 23","74.1","56.2","7.58","4.41",7148,"3.83","Maintenance","74.34","No","75.56",10,20,1,5362,"E005","Error condition E005","2024-04-19","2024-07-17"
"LOG00000503","2024-07-11","04:59:03",2024,9,"MACH00004","Machine 4","MODEL-4134","Compressor","Omron","FAC08","Factory 8","LINE024","Assembly Line 24","58.5","70.9","6.49","32.58",9846,"29.8","Error","98.43","No","65.66",23,5,4,8962,"None","No errors","2024-02-17","2024-07-08"
"LOG00000504","2024-06-11","12:54:10",2024,12,"MACH00005","Machine 5","MODEL-3963","CNC Machine","Siemens","FAC01","Factory 1","LINE025","Assembly Line 25","28.8","34.6","9.38","39.73",9874,"17.61","Stopped","51.21","Yes","76.82",3,2,18,7848,"E001","Error condition E001","2024-03-01","2024-10-22"
"LOG00000505","2024-12-16","19:50:19",2024,9,"MACH00006","Machine 6","MODEL-2710","Hydraulic Press","ABB","FAC02","Factory 2","LINE026","Assembly Line 26","29.9","31.8","6.61","41.33",9354,"49.68","Running","64.96","Yes","94.73",7,24,18,3055,"E002","Error condition E002","2024-08-08","2024-10-13"
"LOG00000506","2024-10-07","19:19:33",2024,1,"MACH00007","Machine 7","MODEL-2036","Conveyor","Fanuc","FAC03","Factory 3","LINE027","Assembly Line 27","40.3","39.6","5.85","23.06",3900,"30.71","Idle","76.05","No","74.77",5,2,0,3602,"E003","Error condition E003","2024-07-12","2024-12-13"
"LOG00000507","2024-05-04","00:28:02",2024,4,"MACH00008","Machine 8","MODEL-8353","Robot Arm","KUKA","FAC04","Factory 4","LINE028","Assembly Line 28","45.1","38.8","1.78","7.54",8798,"14.89","Maintenance","57.07","Yes","94.38",1,16,15,6455,"E004","Error condition E004","2024-12-01","2024-02-08"
"LOG00000508","2024-06-03","16:10:04",2024,12,"MACH00009","Machine 9","MODEL-7419","Welder","Bosch","FAC05","Factory 5","LINE029","Assembly Line 29","52.9","78.9","3.92","40.32",4162,"31.54","Error","83.7","No","60.06",5,22,18,9736,"E005","Error condition E005","2024-02-16","2024-08-07"
"LOG00000509","2024-11-15","04:33:34",2024,4,"MACH00010","Machine 10","MODEL-6813","Drill","Mitsubishi","FAC06","Factory 6","LINE030","Assembly Line 30","51.6","71.5","7.7","47.53",7434,"11.88","Stopped","91.75","No","68.17",16,19,14,352,"None","No errors","2024-10-27","2024-09-07"
"LOG00000510","2024-10-06","19:45:29",2024,7,"MACH00011","Machine 11","MODEL-8778","Lathe","Yaskawa","FAC07","Factory 7","LINE001","Assembly Line 1","38","47.5","4.69","49.52",2362,"25.76","Running","91.39","No","94.44",13,21,24,1387,"E001","Error condition E001","2024-01-28","2024-06-13"
"LOG00000511","2024-09-03","11:03:54",2024,10,"MACH00012","Machine 12","MODEL-6740","Compressor","Omron","FAC08","Factory 8","LINE002","Assembly Line 2","20.9","36.5","5.64","4.86",944,"36.42","Idle","55.41","Yes","83.77",10,8,9,8587,"E002","Error condition E002","2024-06-04","2024-08-16"
"LOG00000512","2024-07-05","05:15:38",2024,5,"MACH00013","Machine 13","MODEL-9640","CNC Machine","Siemens","FAC01","Factory 1","LINE003","Assembly Line 3","53.8","38.2","3","22.63",7394,"49.39","Maintenance","89.68","No","75.54",14,1,5,4788,"E003","Error condition E003","2024-04-01","2024-08-16"
"LOG00000513","2024-03-20","12:28:14",2024,2,"MACH00014","Machine 14","MODEL-1742","Hydraulic Press","ABB","FAC02","Factory 2","LINE004","Assembly Line 4","73.7","67.3","2.96","12.43",9950,"17.89","Error","64.69","Yes","71.27",9,21,8,8845,"E004","Error condition E004","2024-06-26","2024-10-27"
"LOG00000514","2024-05-01","02:12:06",2024,7,"MACH00015","Machine 15","MODEL-5295","Conveyor","Fanuc","FAC03","Factory 3","LINE005","Assembly Line 5","40","34.6","1.78","29.75",7580,"36.03","Stopped","83.67","No","92.46",8,13,22,1619,"E005","Error condition E005","2024-05-12","2024-12-27"
"LOG00000515","2024-07-12","16:42:45",2024,11,"MACH00016","Machine 16","MODEL-7479","Robot Arm","KUKA","FAC04","Factory 4","LINE006","Assembly Line 6","72.3","59.3","6.45","40.47",5900,"1.19","Running","59.64","Yes","89.5",11,4,2,1985,"None","No errors","2024-12-16","2024-06-23"
"LOG00000516","2024-11-17","06:29:22",2024,4,"MACH00017","Machine 17","MODEL-2293","Welder","Bosch","FAC05","Factory 5","LINE007","Assembly Line 7","50.4","47.7","2.03","44.99",1607,"35.3","Idle","70.25","No","61.29",21,16,7,9109,"E001","Error condition E001","2024-08-12","2024-10-24"
"LOG00000517","2024-07-17","15:26:26",2024,6,"MACH00018","Machine 18","MODEL-3400","Drill","Mitsubishi","FAC06","Factory 6","LINE008","Assembly Line 8","40.6","43.4","2.48","7.5",6675,"36.16","Maintenance","94.08","No","94",7,10,6,108,"E002","Error condition E002","2024-01-17","2024-12-09"
"LOG00000518","2024-04-24","13:06:56",2024,9,"MACH00019","Machine 19","MODEL-9752","Lathe","Yaskawa","FAC07","Factory 7","LINE009","Assembly Line 9","78.3","51.9","1.2","32.89",6355,"3.24","Error","87.85","No","66.26",24,20,5,8356,"E003","Error condition E003","2024-05-07","2024-07-07"
"LOG00000519","2024-07-07","01:10:27",2024,3,"MACH00020","Machine 20","MODEL-4734","Compressor","Omron","FAC08","Factory 8","LINE010","Assembly Line 10","62.7","51.4","2.76","3.16",6138,"23.46","Stopped","55.87","Yes","94.19",4,3,18,9356,"E004","Error condition E004","2024-07-09","2024-06-25"
"LOG00000520","2024-05-11","00:57:45",2024,1,"MACH00021","Machine 21","MODEL-7054","CNC Machine","Siemens","FAC01","Factory 1","LINE011","Assembly Line 11","46.4","57.6","8.96","9.74",5314,"37.84","Running","97.16","No","82.38",19,16,23,613,"E005","Error condition E005","2024-12-16","2024-01-15"
"LOG00000521","2024-10-23","01:05:48",2024,1,"MACH00022","Machine 22","MODEL-7594","Hydraulic Press","ABB","FAC02","Factory 2","LINE012","Assembly Line 12","45.4","64.3","8.17","39.98",3092,"7.08","Idle","74.32","No","83.13",18,18,22,9278,"None","No errors","2024-09-27","2024-09-06"
"LOG00000522","2024-11-09","22:05:31",2024,8,"MACH00023","Machine 23","MODEL-3775","Conveyor","Fanuc","FAC03","Factory 3","LINE013","Assembly Line 13","37.2","70.9","3.71","28.84",682,"5.53","Maintenance","52.9","Yes","93.71",10,20,7,3436,"E001","Error condition E001","2024-10-12","2024-02-15"
"LOG00000523","2024-03-18","15:57:34",2024,10,"MACH00024","Machine 24","MODEL-2880","Robot Arm","KUKA","FAC04","Factory 4","LINE014","Assembly Line 14","40.2","66.7","1.85","13.39",1481,"39.68","Error","97.83","No","60.27",6,23,4,4907,"E002","Error condition E002","2024-10-16","2024-04-04"
"LOG00000524","2024-08-18","06:40:23",2024,2,"MACH00025","Machine 25","MODEL-1321","Welder","Bosch","FAC05","Factory 5","LINE015","Assembly Line 15","45.8","48.5","9.46","19.6",8572,"31.79","Stopped","50.88","Yes","63.77",17,22,12,6305,"E003","Error condition E003","2024-12-10","2024-03-20"
"LOG00000525","2024-12-03","15:41:08",2024,11,"MACH00026","Machine 26","MODEL-8503","Drill","Mitsubishi","FAC06","Factory 6","LINE016","Assembly Line 16","77.6","63.4","1.49","31.49",7501,"37.54","Running","65.04","Yes","95.57",0,19,19,4605,"E004","Error condition E004","2024-06-17","2024-04-25"
"LOG00000526","2024-07-23","06:34:57",2024,7,"MACH00027","Machine 27","MODEL-7339","Lathe","Yaskawa","FAC07","Factory 7","LINE017","Assembly Line 17","57.6","63.6","2.05","24.8",6804,"22.05","Idle","79.99","No","97.01",22,4,6,2346,"E005","Error condition E005","2024-09-14","2024-08-15"
"LOG00000527","2024-03-09","12:48:45",2024,8,"MACH00028","Machine 28","MODEL-7227","Compressor","Omron","FAC08","Factory 8","LINE018","Assembly Line 18","20.9","52.1","3.29","2.22",9158,"49.73","Maintenance","83.19","No","79.45",0,14,17,9058,"None","No errors","2024-08-18","2024-11-12"
"LOG00000528","2024-03-17","03:44:45",2024,2,"MACH00029","Machine 29","MODEL-3106","CNC Machine","Siemens","FAC01","Factory 1","LINE019","Assembly Line 19","53.7","68.3","2.19","32.14",8229,"37.83","Error","53.91","Yes","72.45",15,18,6,7085,"E001","Error condition E001","2024-10-11","2024-12-02"
"LOG00000529","2024-06-08","15:10:12",2024,8,"MACH00030","Machine 30","MODEL-4064","Hydraulic Press","ABB","FAC02","Factory 2","LINE020","Assembly Line 20","32","65.3","0.87","22.67",7906,"36.34","Stopped","69.64","Yes","89.42",10,16,19,2187,"E002","Error condition E002","2024-12-07","2024-03-27"
"LOG00000530","2024-04-03","18:41:44",2024,9,"MACH00031","Machine 31","MODEL-2554","Conveyor","Fanuc","FAC03","Factory 3","LINE021","Assembly Line 21","60.4","38.4","5.91","31.72",509,"45.26","Running","72.4","No","78.35",11,3,4,9079,"E003","Error condition E003","2024-08-08","2024-02-22"
"LOG00000531","2024-08-12","01:05:21",2024,9,"MACH00032","Machine 32","MODEL-6836","Robot Arm","KUKA","FAC04","Factory 4","LINE022","Assembly Line 22","79.7","55","2.7","24.78",5540,"0.89","Idle","60.87","Yes","72.86",4,24,6,4037,"E004","Error condition E004","2024-10-17","2024-07-14"
"LOG00000532","2024-11-14","11:08:45",2024,12,"MACH00033","Machine 33","MODEL-9515","Welder","Bosch","FAC05","Factory 5","LINE023","Assembly Line 23","65.3","32.9","8.34","28.12",8438,"15.19","Maintenance","69.6","Yes","87.9",1,21,21,3821,"E005","Error condition E005","2024-02-07","2024-10-10"
"LOG00000533","2024-12-26","23:01:30",2024,6,"MACH00034","Machine 34","MODEL-7693","Drill","Mitsubishi","FAC06","Factory 6","LINE024","Assembly Line 24","46","38.5","9.66","15.27",7931,"40.15","Error","80.9","No","64.5",13,1,5,4996,"None","No errors","2024-10-27","2024-11-26"
"LOG00000534","2024-03-21","05:38:50",2024,4,"MACH00035","Machine 35","MODEL-1054","Lathe","Yaskawa","FAC07","Factory 7","LINE025","Assembly Line 25","74.6","50.1","1.98","46.62",8933,"34.32","Stopped","70.65","No","75.07",15,1,24,516,"E001","Error condition E001","2024-02-16","2024-11-23"
"LOG00000535","2024-11-12","02:41:44",2024,7,"MACH00036","Machine 36","MODEL-5348","Compressor","Omron","FAC08","Factory 8","LINE026","Assembly Line 26","57.7","68.3","1.85","16.9",6542,"25.21","Running","84.98","No","63.6",0,17,5,1438,"E002","Error condition E002","2024-01-20","2024-06-16"
"LOG00000536","2024-01-03","16:24:58",2024,8,"MACH00037","Machine 37","MODEL-1277","CNC Machine","Siemens","FAC01","Factory 1","LINE027","Assembly Line 27","49.8","51.2","2.92","30.97",7749,"2.78","Idle","98.63","No","78.73",19,15,20,4140,"E003","Error condition E003","2024-01-02","2024-06-18"
"LOG00000537","2024-05-04","04:36:22",2024,8,"MACH00038","Machine 38","MODEL-2172","Hydraulic Press","ABB","FAC02","Factory 2","LINE028","Assembly Line 28","59","34.6","3.31","44.99",8739,"27.52","Maintenance","75.66","No","62.54",7,9,20,1202,"E004","Error condition E004","2024-01-01","2024-08-05"
"LOG00000538","2024-09-17","19:43:16",2024,1,"MACH00039","Machine 39","MODEL-2124","Conveyor","Fanuc","FAC03","Factory 3","LINE029","Assembly Line 29","77","45.1","0.67","22.09",4533,"46.14","Error","94.61","No","97.96",7,19,6,6056,"E005","Error condition E005","2024-04-09","2024-08-12"
"LOG00000539","2024-12-28","03:51:13",2024,5,"MACH00040","Machine 40","MODEL-3816","Robot Arm","KUKA","FAC04","Factory 4","LINE030","Assembly Line 30","43.5","59.1","9.08","10.24",5304,"4.81","Stopped","61.2","Yes","61.9",21,15,23,5809,"None","No errors","2024-11-23","2024-09-14"
"LOG00000540","2024-11-23","19:31:47",2024,6,"MACH00041","Machine 41","MODEL-8586","Welder","Bosch","FAC05","Factory 5","LINE001","Assembly Line 1","56.5","36.6","1.98","4.59",6358,"9.57","Running","89.98","No","72.07",10,1,21,8105,"E001","Error condition E001","2024-01-09","2024-07-22"
"LOG00000541","2024-01-10","19:35:37",2024,6,"MACH00042","Machine 42","MODEL-9511","Drill","Mitsubishi","FAC06","Factory 6","LINE002","Assembly Line 2","39.4","41.8","8.4","23.13",376,"41.05","Idle","52.44","Yes","74.9",0,0,5,6380,"E002","Error condition E002","2024-10-06","2024-06-18"
"LOG00000542","2024-08-22","06:38:05",2024,9,"MACH00043","Machine 43","MODEL-3619","Lathe","Yaskawa","FAC07","Factory 7","LINE003","Assembly Line 3","68.5","35.1","7.38","24.14",375,"7.06","Maintenance","94.57","No","68.16",22,3,9,2473,"E003","Error condition E003","2024-10-10","2024-09-14"
"LOG00000543","2024-10-15","16:45:14",2024,9,"MACH00044","Machine 44","MODEL-6986","Compressor","Omron","FAC08","Factory 8","LINE004","Assembly Line 4","40.8","43.1","5.24","30.44",9382,"18.34","Error","73.18","No","84.2",16,14,12,2041,"E004","Error condition E004","2024-08-01","2024-07-07"
"LOG00000544","2024-10-15","07:39:49",2024,6,"MACH00045","Machine 45","MODEL-3401","CNC Machine","Siemens","FAC01","Factory 1","LINE005","Assembly Line 5","36.7","57.9","4.58","0.77",8209,"36.31","Stopped","90.96","No","90.95",14,9,21,4642,"E005","Error condition E005","2024-08-23","2024-06-02"
"LOG00000545","2024-02-15","01:30:55",2024,4,"MACH00046","Machine 46","MODEL-1473","Hydraulic Press","ABB","FAC02","Factory 2","LINE006","Assembly Line 6","58.5","54.4","7.38","2.41",1782,"30.72","Running","91.23","No","99.78",23,15,22,7425,"None","No errors","2024-03-15","2024-02-25"
"LOG00000546","2024-03-09","16:25:42",2024,2,"MACH00047","Machine 47","MODEL-4400","Conveyor","Fanuc","FAC03","Factory 3","LINE007","Assembly Line 7","64.1","60.3","1.91","23.13",7487,"21.49","Idle","97.16","No","60.53",21,22,3,3148,"E001","Error condition E001","2024-02-15","2024-04-12"
