"inspection_id","inspection_date","inspection_time","year","month","order_id","product_id","product_name","batch_number","inspector_id","inspector_name","inspectordepartment","department","factory_id","factory_name","assembly_line_id","assembly_line_name","quantity_inspected","quantity_defective","defect_rate","sample_size","defect_type","defect_code","defect_severity","defect_description","dimension1","dimension2","weight","visual_quality","functional_test","inspection_status","inspection_result","rework_required","approved","approvedby","notes","photopath"
"INSP00000423","2024-04-08","15:33",2024,9,"ORD00000867","PROD000124","Product 124","BATCH00423","INS0024","Inspector 24","Quality Control","QC Department","FAC08","Factory 8","LINE004","Assembly Line 4",7760,63,"0.81",6211,"None","D000","Cosmetic","None found in batch","41.72","58.88","12.94","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.81% defect rate","photo_INSP00000423.jpg"
"INSP00000424","2024-07-27","17:17",2024,8,"ORD00000500","PROD000125","Product 125","BATCH00424","INS0025","Inspector 25","Quality Control","QC Department","FAC01","Factory 1","LINE005","Assembly Line 5",6382,0,"0",2474,"Crack","D001","None","Crack found in batch","51.93","77.93","33.23","Fair","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.0% defect rate","null"
"INSP00000425","2024-06-11","16:50",2024,11,"ORD00000228","PROD000126","Product 126","BATCH00425","INS0026","Inspector 26","Quality Control","QC Department","FAC02","Factory 2","LINE006","Assembly Line 6",9998,60,"0.6",1116,"Dent","D002","Critical","Dent found in batch","78.44","51.97","41.26","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.6% defect rate","null"
"INSP00000426","2024-03-16","13:19",2024,3,"ORD00000047","PROD000127","Product 127","BATCH00426","INS0027","Inspector 27","Quality Control","QC Department","FAC03","Factory 3","LINE007","Assembly Line 7",1966,12,"0.61",1080,"Discoloration","D003","Major","Discoloration found in batch","16.85","13.27","22.58","Good","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 0.61% defect rate","photo_INSP00000426.jpg"
"INSP00000427","2024-04-08","08:30",2024,1,"ORD00000938","PROD000128","Product 128","BATCH00427","INS0028","Inspector 28","Quality Control","QC Department","FAC04","Factory 4","LINE008","Assembly Line 8",9000,6,"0.07",4857,"Misalignment","D004","Minor","Misalignment found in batch","76.94","38.99","19.33","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.07% defect rate","null"
"INSP00000428","2024-06-24","16:19",2024,4,"ORD00000599","PROD000129","Product 129","BATCH00428","INS0029","Inspector 29","Quality Control","QC Department","FAC05","Factory 5","LINE009","Assembly Line 9",1863,13,"0.7",437,"Missing Part","D005","Cosmetic","Missing Part found in batch","30.61","86.08","28.82","Poor","Fail","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.7% defect rate","photo_INSP00000428.jpg"
"INSP00000429","2024-04-19","13:06",2024,11,"ORD00000160","PROD000130","Product 130","BATCH00429","INS0030","Inspector 30","Quality Control","QC Department","FAC06","Factory 6","LINE010","Assembly Line 10",2072,60,"2.9",1522,"Malfunction","D006","None","Malfunction found in batch","70.29","30.3","44.84","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 2.9% defect rate","photo_INSP00000429.jpg"
"INSP00000430","2024-03-28","08:38",2024,2,"ORD00000302","PROD000131","Product 131","BATCH00430","INS0031","Inspector 31","Quality Control","QC Department","FAC07","Factory 7","LINE011","Assembly Line 11",5975,47,"0.79",2919,"Dimension Error","D007","Critical","Dimension Error found in batch","41.71","90.93","16.03","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.79% defect rate","null"
"INSP00000431","2024-06-17","17:44",2024,12,"ORD00000181","PROD000132","Product 132","BATCH00431","INS0032","Inspector 32","Quality Control","QC Department","FAC08","Factory 8","LINE012","Assembly Line 12",9132,90,"0.99",8851,"None","D000","Major","None found in batch","36.74","44.75","8.58","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.99% defect rate","photo_INSP00000431.jpg"
"INSP00000432","2024-05-24","11:25",2024,11,"ORD00000475","PROD000133","Product 133","BATCH00432","INS0033","Inspector 33","Quality Control","QC Department","FAC01","Factory 1","LINE013","Assembly Line 13",8162,34,"0.42",5639,"Crack","D001","Minor","Crack found in batch","93.53","21.23","44.48","Poor","Pass","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.42% defect rate","null"
"INSP00000433","2024-11-25","13:29",2024,2,"ORD00000842","PROD000134","Product 134","BATCH00433","INS0034","Inspector 34","Quality Control","QC Department","FAC02","Factory 2","LINE014","Assembly Line 14",8115,65,"0.8",6780,"Dent","D002","Cosmetic","Dent found in batch","23.95","38.24","49.01","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.8% defect rate","photo_INSP00000433.jpg"
"INSP00000434","2024-01-28","10:41",2024,4,"ORD00000756","PROD000135","Product 135","BATCH00434","INS0035","Inspector 35","Quality Control","QC Department","FAC03","Factory 3","LINE015","Assembly Line 15",1347,76,"5.64",207,"Discoloration","D003","None","Discoloration found in batch","72.66","89.64","4.7","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 5.64% defect rate","photo_INSP00000434.jpg"
"INSP00000435","2024-04-03","08:13",2024,12,"ORD00000336","PROD000136","Product 136","BATCH00435","INS0036","Inspector 36","Quality Control","QC Department","FAC04","Factory 4","LINE016","Assembly Line 16",4684,42,"0.9",499,"Misalignment","D004","Critical","Misalignment found in batch","61.31","99.74","18.92","Good","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.9% defect rate","photo_INSP00000435.jpg"
"INSP00000436","2024-09-21","09:11",2024,3,"ORD00000654","PROD000137","Product 137","BATCH00436","INS0037","Inspector 37","Quality Control","QC Department","FAC05","Factory 5","LINE017","Assembly Line 17",6665,10,"0.15",1952,"Missing Part","D005","Major","Missing Part found in batch","77.55","28.51","9.81","Good","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 0.15% defect rate","null"
"INSP00000437","2024-08-24","14:18",2024,1,"ORD00000883","PROD000138","Product 138","BATCH00437","INS0038","Inspector 38","Quality Control","QC Department","FAC06","Factory 6","LINE018","Assembly Line 18",5883,13,"0.22",4267,"Malfunction","D006","Minor","Malfunction found in batch","48","37.95","18.39","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.22% defect rate","photo_INSP00000437.jpg"
"INSP00000438","2024-06-03","11:36",2024,5,"ORD00000921","PROD000139","Product 139","BATCH00438","INS0039","Inspector 39","Quality Control","QC Department","FAC07","Factory 7","LINE019","Assembly Line 19",6184,29,"0.47",881,"Dimension Error","D007","Cosmetic","Dimension Error found in batch","98.01","50.95","1.23","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.47% defect rate","null"
"INSP00000439","2024-06-25","16:14",2024,5,"ORD00000837","PROD000140","Product 140","BATCH00439","INS0040","Inspector 40","Quality Control","QC Department","FAC08","Factory 8","LINE020","Assembly Line 20",3408,97,"2.85",2815,"None","D000","None","None found in batch","22.25","84.77","23.69","Fair","Pass","On Hold","Pending","No","No","null","Inspection completed - 2.85% defect rate","null"
"INSP00000440","2024-05-09","13:51",2024,7,"ORD00000079","PROD000141","Product 141","BATCH00440","INS0041","Inspector 41","Quality Control","QC Department","FAC01","Factory 1","LINE021","Assembly Line 21",5843,17,"0.29",1202,"Crack","D001","Critical","Crack found in batch","86.12","41.58","42.59","Poor","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 0.29% defect rate","null"
"INSP00000441","2024-11-21","11:03",2024,12,"ORD00000050","PROD000142","Product 142","BATCH00441","INS0042","Inspector 42","Quality Control","QC Department","FAC02","Factory 2","LINE022","Assembly Line 22",4002,53,"1.32",2270,"Dent","D002","Major","Dent found in batch","88.52","57.65","15.26","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.32% defect rate","null"
"INSP00000442","2024-04-01","10:54",2024,5,"ORD00000735","PROD000143","Product 143","BATCH00442","INS0043","Inspector 43","Quality Control","QC Department","FAC03","Factory 3","LINE023","Assembly Line 23",8170,92,"1.13",4740,"Discoloration","D003","Minor","Discoloration found in batch","54.11","84.98","19.41","Fair","Pass","Pending","Conditional Pass","No","No","null","Inspection completed - 1.13% defect rate","photo_INSP00000442.jpg"
"INSP00000443","2024-04-10","10:18",2024,2,"ORD00000257","PROD000144","Product 144","BATCH00443","INS0044","Inspector 44","Quality Control","QC Department","FAC04","Factory 4","LINE024","Assembly Line 24",697,32,"4.59",600,"Misalignment","D004","Cosmetic","Misalignment found in batch","55.25","36.15","8.31","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 4.59% defect rate","null"
"INSP00000444","2024-01-06","11:45",2024,2,"ORD00000511","PROD000145","Product 145","BATCH00444","INS0045","Inspector 45","Quality Control","QC Department","FAC05","Factory 5","LINE025","Assembly Line 25",6839,2,"0.03",6306,"Missing Part","D005","None","Missing Part found in batch","78.3","13.17","40.61","Fair","Pass","Completed","Passed","No","Yes","Supervisor 5","Inspection completed - 0.03% defect rate","photo_INSP00000444.jpg"
"INSP00000445","2024-02-21","12:15",2024,6,"ORD00000902","PROD000146","Product 146","BATCH00445","INS0046","Inspector 46","Quality Control","QC Department","FAC06","Factory 6","LINE026","Assembly Line 26",4889,11,"0.22",3302,"Malfunction","D006","Critical","Malfunction found in batch","83.07","73.24","45.44","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.22% defect rate","null"
"INSP00000446","2024-05-20","15:33",2024,12,"ORD00000605","PROD000147","Product 147","BATCH00446","INS0047","Inspector 47","Quality Control","QC Department","FAC07","Factory 7","LINE027","Assembly Line 27",4579,1,"0.02",2554,"Dimension Error","D007","Major","Dimension Error found in batch","56.3","75.65","11.14","Poor","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.02% defect rate","photo_INSP00000446.jpg"
"INSP00000447","2024-09-07","10:37",2024,7,"ORD00000864","PROD000148","Product 148","BATCH00447","INS0048","Inspector 48","Quality Control","QC Department","FAC08","Factory 8","LINE028","Assembly Line 28",8228,57,"0.69",3716,"None","D000","Minor","None found in batch","90.97","81.86","11.22","Good","Fail","On Hold","Pending","No","No","null","Inspection completed - 0.69% defect rate","null"
"INSP00000448","2024-05-02","15:35",2024,10,"ORD00000740","PROD000149","Product 149","BATCH00448","INS0049","Inspector 49","Quality Control","QC Department","FAC01","Factory 1","LINE029","Assembly Line 29",3474,18,"0.52",1880,"Crack","D001","Cosmetic","Crack found in batch","59.08","98.02","9.28","Fair","Pass","Completed","Passed","No","Yes","Supervisor 9","Inspection completed - 0.52% defect rate","null"
"INSP00000449","2024-10-17","14:19",2024,10,"ORD00000980","PROD000150","Product 150","BATCH00449","INS0050","Inspector 50","Quality Control","QC Department","FAC02","Factory 2","LINE030","Assembly Line 30",6205,91,"1.47",3200,"Dent","D002","None","Dent found in batch","71.62","37.26","37.72","Good","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 1.47% defect rate","photo_INSP00000449.jpg"
"INSP00000450","2024-08-18","14:19",2024,4,"ORD00000449","PROD000001","Product 1","BATCH00450","INS0001","Inspector 1","Quality Control","QC Department","FAC03","Factory 3","LINE001","Assembly Line 1",7169,58,"0.81",228,"Discoloration","D003","Critical","Discoloration found in batch","22.34","14.19","31.12","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.81% defect rate","null"
"INSP00000451","2024-05-08","13:55",2024,3,"ORD00000410","PROD000002","Product 2","BATCH00451","INS0002","Inspector 2","Quality Control","QC Department","FAC04","Factory 4","LINE002","Assembly Line 2",5876,13,"0.22",1842,"Misalignment","D004","Major","Misalignment found in batch","98.5","30.61","24.59","Poor","Pass","On Hold","Pending","No","No","null","Inspection completed - 0.22% defect rate","null"
"INSP00000452","2024-09-27","12:48",2024,10,"ORD00000088","PROD000003","Product 3","BATCH00452","INS0003","Inspector 3","Quality Control","QC Department","FAC05","Factory 5","LINE003","Assembly Line 3",523,4,"0.76",150,"Missing Part","D005","Minor","Missing Part found in batch","17.55","91.81","9.53","Poor","Pass","Completed","Passed","No","Yes","Supervisor 3","Inspection completed - 0.76% defect rate","null"
"INSP00000453","2024-01-13","09:48",2024,8,"ORD00000388","PROD000004","Product 4","BATCH00453","INS0004","Inspector 4","Quality Control","QC Department","FAC06","Factory 6","LINE004","Assembly Line 4",4188,1,"0.02",2339,"Malfunction","D006","Cosmetic","Malfunction found in batch","57.96","44.61","25.36","Good","Pass","In Progress","Failed","Yes","No","null","Inspection completed - 0.02% defect rate","null"
"INSP00000454","2024-05-13","10:32",2024,4,"ORD00000004","PROD000005","Product 5","BATCH00454","INS0005","Inspector 5","Quality Control","QC Department","FAC07","Factory 7","LINE005","Assembly Line 5",1718,83,"4.83",333,"Dimension Error","D007","None","Dimension Error found in batch","56.09","68.13","41.23","Fair","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 4.83% defect rate","photo_INSP00000454.jpg"
"INSP00000455","2024-09-28","13:50",2024,1,"ORD00000936","PROD000006","Product 6","BATCH00455","INS0006","Inspector 6","Quality Control","QC Department","FAC08","Factory 8","LINE006","Assembly Line 6",4939,57,"1.15",1570,"None","D000","Critical","None found in batch","90.81","39.37","17.71","Fair","Fail","On Hold","Pending","No","No","null","Inspection completed - 1.15% defect rate","photo_INSP00000455.jpg"
"INSP00000456","2024-10-26","17:13",2024,5,"ORD00000911","PROD000007","Product 7","BATCH00456","INS0007","Inspector 7","Quality Control","QC Department","FAC01","Factory 1","LINE007","Assembly Line 7",1230,16,"1.3",106,"Crack","D001","Major","Crack found in batch","12.94","59.27","7.78","Poor","Pass","Completed","Passed","No","Yes","Supervisor 7","Inspection completed - 1.3% defect rate","photo_INSP00000456.jpg"
"INSP00000457","2024-01-05","14:07",2024,9,"ORD00000861","PROD000008","Product 8","BATCH00457","INS0008","Inspector 8","Quality Control","QC Department","FAC02","Factory 2","LINE008","Assembly Line 8",9655,67,"0.69",8411,"Dent","D002","Minor","Dent found in batch","54.42","86.24","27.51","Poor","Fail","In Progress","Failed","Yes","No","null","Inspection completed - 0.69% defect rate","null"
"INSP00000458","2024-11-26","09:19",2024,1,"ORD00000398","PROD000009","Product 9","BATCH00458","INS0009","Inspector 9","Quality Control","QC Department","FAC03","Factory 3","LINE009","Assembly Line 9",9964,45,"0.45",1851,"Discoloration","D003","Cosmetic","Discoloration found in batch","87.91","71.88","22.43","Good","Fail","Pending","Conditional Pass","No","No","null","Inspection completed - 0.45% defect rate","null"
"INSP00000459","2024-09-19","12:16",2024,6,"ORD00000712","PROD000010","Product 10","BATCH00459","INS0010","Inspector 10","Quality Control","QC Department","FAC04","Factory 4","LINE010","Assembly Line 10",3263,72,"2.21",532,"Misalignment","D004","None","Misalignment found in batch","39.1","43.85","33.69","Poor","Fail","On Hold","Pending","No","No","null","Inspection completed - 2.21% defect rate","photo_INSP00000459.jpg"
"INSP00000460","2024-02-05","10:10",2024,1,"ORD00000651","PROD000011","Product 11","BATCH00460","INS0011","Inspector 11","Quality Control","QC Department","FAC05","Factory 5","LINE011","Assembly Line 11",2511,80,"3.19",606,"Missing Part","D005","Critical","Missing Part found in batch","78.91","13.55","7.76","Fair","Fail","Completed","Passed","No","Yes","Supervisor 1","Inspection completed - 3.19% defect rate","photo_INSP00000460.jpg"
